DATE,Interest rate,Consumer price index,M1 money supply,Unemployment rate,Closing price,Inflation rate,Real GDP,Real personal income,M2 money supply,Opening price,House price,Change in values of stocks,Net Exports,Labor compensation,Total capital expenditure and transactions,Outcome
Aug-89,8.99,124.5,626,5.2,351.4,4.706,9919.228,8072.841,3074.4,346.1,162.96,1.53,-75.08,3.17775571,1741975,0
Sep-89,9.02,124.8,625.8,5.3,349.1,4.341,9919.228,8095.196,3092.5,351.4,162.96,-0.65,-75.08,2.865612648,1741975,0
Oct-89,8.84,125.4,627.3,5.3,340.4,4.493,9938.767,8134.089,3114.1,349.1,164.31,-2.49,-82.77,2.657480315,1729133,0
Nov-89,8.55,125.9,625.8,5.4,346,4.655,9938.767,8142.33,3133.3,340.4,164.31,1.65,-82.77,2.453385672,1729133,0
Dec-89,8.45,126.3,627.8,5.4,353.4,4.647,9938.767,8149.087,3152.5,346,164.31,2.14,-82.77,2.843137255,1729133,0
Jan-90,8.23,127.5,623.8,5.4,329.1,5.202,10047.386,8170.022,3166.8,353.4,165.25,-6.88,-88.54,2.834799609,1779821,1
Feb-90,8.24,128,623.5,5.3,331.9,5.263,10047.386,8195.397,3179.2,329.1,165.25,0.85,-88.54,3.703703704,1779821,1
Mar-90,8.28,128.6,623.3,5.2,339.9,5.233,10047.386,8203.337,3190.1,331.9,165.25,2.41,-88.54,3.984450923,1779821,1
Apr-90,8.26,128.9,625.4,5.4,330.8,4.712,10083.855,8255.647,3201.6,339.9,165.93,-2.68,-68.83,3.891050584,1769286,1
May-90,8.18,129.1,622.9,5.4,361.2,4.362,10083.855,8246.75,3200.6,330.8,165.93,9.19,-68.83,4.27184466,1769286,1
Jun-90,8.29,129.9,622.6,5.2,358,4.674,10083.855,8260.44,3213.7,361.2,165.93,-0.89,-68.83,4.35624395,1769286,1
Jul-90,8.15,130.5,620.8,5.5,356.1,4.823,10090.569,8288.531,3224.5,358,166.96,-0.53,-74.95,4.247104247,1754085,1
Aug-90,8.13,131.6,619.8,5.7,322.6,5.618,10090.569,8236.691,3242,356.1,166.96,-9.41,-74.95,4.042348412,1754085,1
Sep-90,8.2,132.5,619,5.9,306.1,6.16,10090.569,8233.907,3254.6,322.6,166.96,-5.11,-74.95,4.322766571,1754085,1
Oct-90,8.11,133.4,614.6,5.9,304,6.29,9998.704,8167.115,3259.3,306.1,166.31,-0.69,-79.1,4.697986577,1692113,1
Nov-90,7.81,133.7,614.9,6.2,322.2,6.275,9998.704,8168.212,3262.6,304,166.31,5.99,-79.1,4.310344828,1692113,1
Dec-90,7.31,134.2,614.5,6.3,330.2,6.106,9998.704,8210.825,3271.8,322.2,166.31,2.48,-79.1,4.194470925,1692113,1
Jan-91,6.91,134.7,614.1,6.4,343.9,5.651,9951.916,8157.383,3287.7,330.2,167.68,4.15,-47.14,4.372623574,1656948,1
Feb-91,6.25,134.8,617.7,6.6,367.1,5.313,9951.916,8164.096,3304.5,343.9,167.68,6.75,-47.14,3.101503759,1656948,1
Mar-91,6.12,134.8,622.2,6.8,375.2,4.895,9951.916,8176.58,3321.9,367.1,167.68,2.21,-47.14,2.803738318,1656948,1
Apr-91,5.91,135.1,624.1,6.7,375.4,4.888,10029.51,8208.244,3332.4,375.2,168.8,0.05,-23.19,3.464419476,1667140,1
May-91,5.78,135.6,626,6.9,389.8,4.954,10029.51,8209.444,3343,375.4,168.8,3.84,-23.19,3.258845438,1667140,1
Jun-91,5.9,136,629.9,6.9,371.2,4.696,10029.51,8252.295,3351.9,389.8,168.8,-4.77,-23.19,3.246753247,1667140,1
Jul-91,5.82,136.2,632.6,6.8,387.8,4.448,10080.195,8233.054,3356.1,371.2,169.13,4.47,-21.07,3.425925926,1696606,1
Aug-91,5.66,136.6,634.6,6.9,395.4,3.799,10080.195,8248.575,3355,387.8,169.13,1.96,-21.07,3.422756707,1696606,1
Sep-91,5.45,137,634.8,6.9,387.9,3.391,10080.195,8273.586,3354.9,395.4,169.13,-1.9,-21.07,3.314917127,1696606,1
Oct-91,5.21,137.2,639.9,7,392.5,2.921,10115.329,8284.054,3360.1,387.9,171.5,1.19,-23.05,3.021978022,1718652,1
Nov-91,4.81,137.8,644.1,7,375.2,2.99,10115.329,8296.928,3365.5,392.5,171.5,-4.41,-23.05,3.397612489,1718652,1
Dec-91,4.43,138.2,649.1,7.3,417.1,3.064,10115.329,8365.723,3372.2,375.1,171.5,11.17,-23.05,3.110704483,1718652,1
Jan-92,4.03,138.3,658.3,7.3,408.8,2.6,10236.435,8405.155,3381.2,417,172.82,-1.99,-20.54,2.367941712,1721606,0
Feb-92,4.06,138.6,667.5,7.4,412.7,2.819,10236.435,8444.994,3400,408.8,172.82,0.95,-20.54,3.008204193,1721606,0
Mar-92,3.98,139.1,673.4,7.4,403.7,3.185,10236.435,8457.388,3403.9,412.7,172.82,-2.18,-20.54,2.909090909,1721606,0
Apr-92,3.73,139.4,677,7.4,414.9,3.18,10347.429,8487.783,3399.7,403.7,172.78,2.77,-32.79,2.805429864,1779998,0
May-92,3.82,139.7,680.5,7.6,415.4,3.024,10347.429,8531.932,3398.6,414.9,172.78,0.12,-32.79,2.705139766,1779998,0
Jun-92,3.76,140.1,681.2,7.8,408.1,3.088,10347.429,8566.719,3393.4,415.4,172.78,-1.76,-32.79,2.51572327,1779998,0
Jul-92,3.25,140.5,685.6,7.7,424.2,3.157,10449.673,8559.118,3393.9,408.2,174.75,3.95,-38.49,2.327663384,1798496,0
Aug-92,3.3,140.8,691.5,7.6,414,3.148,10449.673,8591.676,3398.8,424.2,174.75,-2.4,-38.49,2.504472272,1798496,0
Sep-92,3.22,141.1,700.2,7.6,417.8,2.988,10449.673,8558.368,3410.3,414,174.75,0.92,-38.49,2.049910873,1798496,0
Oct-92,3.1,141.7,708.3,7.3,418.7,3.202,10558.648,8515.933,3423.8,417.8,175.63,0.22,-47.14,1.955555556,1842150,0
Nov-92,3.09,142.1,714.8,7.4,431.4,3.048,10558.648,8534.33,3426.5,418.7,175.63,3.03,-47.14,2.042628774,1842150,0
Dec-92,2.92,142.3,720.2,7.4,435.7,2.901,10558.648,8845.712,3424.7,431.4,175.63,1,-47.14,2.129547471,1842150,0
Jan-93,3.02,142.8,721.6,7.3,438.8,3.259,10576.275,8602.353,3419.1,435.7,175.71,0.71,-55.7,2.758007117,1866455,0
Feb-93,3.03,143.1,722.2,7.1,443.4,3.247,10576.275,8642.143,3414.5,438.8,175.71,1.05,-55.7,2.389380531,1866455,0
Mar-93,3.07,143.3,724.6,7,451.7,3.087,10576.275,8619.726,3411.7,443.4,175.71,1.87,-55.7,2.385159011,1866455,0
Apr-93,2.96,143.8,728.5,7.1,440.2,3.226,10637.847,8684.645,3411.3,451.7,177.39,-2.55,-63.19,2.464788732,1900525,0
May-93,3,144.2,739.2,7.1,450.2,3.221,10637.847,8682.682,3436.9,440.2,177.39,2.27,-63.19,2.370500439,1900525,0
Jun-93,3.04,144.3,745,7,450.5,2.996,10637.847,8671.95,3442.4,450.2,177.39,0.07,-63.19,2.278702892,1900525,0
Jul-93,3.06,144.5,750.6,6.9,448.1,2.776,10688.606,8699.937,3442,450.5,178.83,-0.53,-68.35,2.274715661,1907611,0
Aug-93,3.03,144.8,755.7,6.8,463.6,2.768,10688.606,8718.737,3445.7,448.1,178.83,3.46,-68.35,2.268760908,1907611,0
Sep-93,3.09,145,761.5,6.7,458.9,2.689,10688.606,8699.123,3452.2,463.6,178.83,-1.01,-68.35,2.707423581,1907611,0
Oct-93,2.99,145.6,764.5,6.8,467.8,2.75,10833.987,8662.656,3456.7,458.9,180.29,1.94,-73.45,2.789886661,1985467,0
Nov-93,3.02,146,769.9,6.6,461.8,2.676,10833.987,8684.88,3470.1,467.8,180.29,-1.28,-73.45,2.959094865,1985467,0
Dec-93,2.96,146.3,772.1,6.5,466.4,2.748,10833.987,8986.914,3474.5,461.9,180.29,1,-73.45,3.214596003,1985467,0
5-Jan,2.28,191.6,713.5,5.3,1181.3,2.97,15844.727,12665.162,6424.5,1211.9,333.72,-2.52,-696.66,2.695924765,4023845,0
5-Feb,2.5,192.4,712.6,5.4,1203.6,3.008,15844.727,12674.095,6432.8,1181.3,333.72,1.89,-696.66,2.880400751,4023845,0
5-Mar,2.63,193.1,709.9,5.2,1180.6,3.148,15844.727,12716.359,6441.9,1203.6,333.72,-1.91,-696.66,2.685821362,4023845,0
5-Apr,2.79,193.7,701.3,5.2,1156.8,3.511,15922.782,12759.492,6455.9,1180.6,344.41,-2.02,-707.21,2.428393524,4049017,0
5-May,3,193.6,705.6,5.1,1191.5,2.803,15922.782,12815.998,6473.3,1156.8,344.41,3,-707.21,2.862476665,4049017,0
5-Jun,3.04,193.7,712.5,5,1191.3,2.53,15922.782,12849.466,6505.8,1191.5,344.41,-0.02,-707.21,2.669149597,4049017,0
5-Jul,3.26,194.9,702.4,5,1234.2,3.168,16047.587,12868.735,6537.4,1191.3,354.89,3.6,-750.96,2.791563275,4123693,0
5-Aug,3.5,196.1,702.6,4.9,1220.3,3.641,16047.587,12891.416,6570.2,1234.2,354.89,-1.13,-750.96,2.654320988,4123693,0
5-Sep,3.62,198.8,693.5,5,1228.8,4.687,16047.587,12850.144,6604.3,1220.3,354.89,0.7,-750.96,1.840490798,4123693,0
5-Oct,3.78,199.1,691.4,5,1207,4.348,16136.734,12925.11,6638.6,1228.8,362.92,-1.77,-804.79,2.58143823,4209963,0
5-Nov,4,198.1,694.6,5,1249.5,3.455,16136.734,13010.071,6655,1207,362.92,3.52,-804.79,2.207234825,4209963,0
5-Dec,4.16,198.1,693.7,4.9,1248.3,3.416,16136.734,13055.374,6681.9,1249.5,362.92,-0.1,-804.79,2.080783354,4209963,0
6-Jan,4.29,199.3,692.2,4.7,1280.1,3.985,16353.835,13214.527,6724.3,1248.3,368.67,2.55,-790.82,1.892551893,4327881,0
6-Feb,4.49,199.4,691.3,4.8,1280.7,3.597,16353.835,13283.182,6748.6,1280.1,368.67,0.05,-790.82,1.643335362,4327881,0
6-Mar,4.59,199.7,692.6,4.7,1294.8,3.363,16353.835,13340.072,6762.9,1280.7,368.67,1.1,-790.82,1.642335766,4327881,0
6-Apr,4.79,200.7,688.3,4.7,1310.6,3.546,16396.151,13347.045,6800.1,1302.9,372.45,1.22,-794.04,1.762917933,4334962,0
6-May,4.94,201.3,689.1,4.6,1270.1,4.167,16396.151,13336.874,6806.9,1310.6,372.45,-3.09,-794.04,1.451905626,4334962,0
6-Jun,4.99,201.8,681.6,4.6,1270.2,4.319,16396.151,13353.303,6844.9,1270,372.45,0.01,-794.04,1.451027811,4334962,0
6-Jul,5.24,202.9,676.4,4.7,1276.7,4.145,16420.738,13342.387,6886.3,1270.1,375.51,0.51,-823.28,1.267350634,4343937,0
6-Aug,5.25,203.8,673.4,4.7,1303.8,3.819,16420.738,13329.621,6917.1,1278.5,375.51,2.12,-823.28,1.202645821,4343937,0
6-Sep,5.25,202.8,672.8,4.5,1335.8,2.062,16420.738,13408.301,6944.2,1303.8,375.51,2.45,-823.28,1.385542169,4343937,0
6-Oct,5.25,201.9,678.7,4.4,1377.9,1.305,16561.866,13479.95,6993.3,1335.8,379.35,3.15,-737.67,1.318154584,4330150,0
6-Nov,5.25,202,678.6,4.5,1400.6,1.974,16561.866,13547.935,7028.4,1377.8,379.35,1.65,-737.67,1.559688062,4330150,0
6-Dec,5.24,203.1,672.9,4.4,1418.3,2.541,16561.866,13627.346,7071.6,1400.6,379.35,1.26,-737.67,1.918465228,4330150,0
7-Jan,5.25,203.4,674.3,4.6,1438.2,2.076,16611.69,13651.743,7109.6,1418,380.76,1.4,-739.27,1.917315758,4343303,1
7-Feb,5.26,204.2,667.4,4.5,1406.8,2.415,16611.69,13711.191,7125.3,1437.9,380.76,-2.18,-739.27,2.095808383,4343303,1
7-Mar,5.26,205.3,665.7,4.4,1420.9,2.779,16611.69,13762.811,7159.1,1406.8,380.76,1,-739.27,2.333931777,4343303,1
7-Apr,5.25,205.9,669.2,4.5,1482.4,2.574,16713.314,13784.697,7231.3,1420.8,380.51,4.33,-745.81,2.7479092,4399834,1
7-May,5.25,206.8,667.9,4.4,1530.6,2.691,16713.314,13791.861,7245.4,1482.4,380.51,3.25,-745.81,2.742993441,4399834,1
7-Jun,5.25,207.2,660.2,4.6,1503.3,2.687,16713.314,13786.416,7278.6,1530.6,380.51,-1.78,-745.81,3.039332539,4399834,1
7-Jul,5.26,207.6,660.8,4.7,1455.3,2.358,16809.587,13795.953,7309,1504.7,376.26,-3.19,-728.95,3.039332539,4398698,1
7-Aug,5.02,207.7,662.7,4.6,1474,1.97,16809.587,13795.066,7385.1,1455.2,376.26,1.28,-728.95,3.089720737,4398698,1
7-Sep,4.94,208.5,659.7,4.7,1526.8,2.755,16809.587,13813.791,7403.2,1474,376.26,3.58,-728.95,3.20855615,4398698,1
7-Oct,4.76,209.2,659.4,4.7,1549.4,3.536,16915.191,13796.513,7417.2,1527.3,375.04,1.48,-729.7,2.66114725,4371011,1
7-Nov,4.49,210.8,650.7,4.7,1481.1,4.306,16915.191,13787.506,7441.8,1545.8,375.04,-4.41,-729.7,3.012404017,4371011,1
7-Dec,4.24,211.4,649.5,5,1468.4,4.081,16915.191,13846.539,7471.6,1479.6,375.04,-0.86,-729.7,2.588235294,4371011,1
8-Jan,3.94,212.2,649.3,5,1378.5,4.28,16843.003,13862.766,7505.5,1468,372.29,-6.12,-771.25,2.880658436,4263316,1
8-Feb,2.98,212.7,649,4.9,1330.6,4.027,16843.003,13877.177,7590.6,1378.6,372.29,-3.47,-771.25,3.049853372,4263316,1
8-Mar,2.61,213.4,650.6,5.1,1322.7,3.981,16843.003,13893.695,7656.2,1330.5,372.29,-0.59,-771.25,3.099415205,4263316,1
8-Apr,2.28,213.9,650.4,5,1385.6,3.937,16943.291,13854.44,7699.2,1326.4,362.9,4.76,-776.4,2.5,4241268,1
8-May,1.98,215.2,647.5,5.4,1400.4,4.176,16943.291,14441.892,7711.2,1386,362.9,1.07,-776.4,2.669762043,4241268,1
8-Jun,2,217.5,645.9,5.6,1280,5.022,16943.291,14094.894,7728.9,1399.6,362.9,-8.6,-776.4,2.718334297,4241268,1
8-Jul,2.01,219,648.9,5.8,1267.4,5.6,16854.295,13867.615,7775.4,1276.7,351.46,-0.98,-787.35,2.949681897,4169540,1
8-Aug,2,218.7,643.6,6.1,1282.8,5.372,16854.295,13780.34,7790.2,1269.4,351.46,1.22,-787.35,2.593659942,4169540,1
8-Sep,1.81,218.9,668,6.1,1166.4,4.937,16854.295,13789.923,7859.5,1287.8,351.46,-9.07,-787.35,2.648244099,4169540,1
8-Oct,0.97,217,679.2,6.5,968.8,3.655,16854.295,13883.254,7965.3,1164.2,348.22,-16.94,-628.47,3.052995392,3900036,1
8-Nov,0.39,213.2,710.6,6.8,896.2,1.07,16854.295,13982.019,8015.8,968.7,348.22,-7.49,-628.47,2.924311927,3900036,1
8-Dec,0.16,211.4,757.7,7.3,903.2,0.091,16854.295,13891.878,8192.1,888.6,348.22,0.78,-628.47,3.211009174,3900036,1
9-Jan,0.15,211.9,746.8,7.8,825.9,0.03,16298.262,13762.24,8273.7,903,350.8,-8.56,-420.99,2.914285714,3604446,1
9-Feb,0.22,212.7,736.8,8.3,735.1,0.236,16298.262,13603.699,8303.1,823.1,350.8,-10.99,-420.99,2.959590211,3604446,1
9-Mar,0.18,212.5,743,8.7,797.9,-0.384,16298.262,13570.847,8369.3,729.6,350.8,8.54,-420.99,2.836074872,3604446,1
9-Apr,0.15,212.7,757.7,9,872.8,-0.737,16269.145,13601.477,8372.9,793.6,350.8,9.39,-358.37,3.006239365,3450455,1
9-May,0.18,213,759.3,9.4,919.1,-1.281,16269.145,13779.884,8430.7,872.7,350.8,5.3,-358.37,2.48728095,3450455,1
9-Jun,0.21,214.8,772.3,9.5,919.3,-1.427,16269.145,13544.781,8440.5,923.3,350.8,0.02,-358.37,2.364864865,3450455,1
9-Jul,0.16,214.7,774.2,9.5,987.5,-2.097,16326.281,13493.206,8445.1,920.8,332.69,7.42,-424,2.808988764,3464828,1
9-Aug,0.16,215.4,770.5,9.6,1020.6,-1.484,16326.281,13468.487,8445,990.2,332.69,3.35,-424,2.921348315,3464828,1
9-Sep,0.15,215.9,771.3,9.8,1057.1,-1.286,16326.281,13502.606,8444.2,1019.5,332.69,3.58,-424,3.309029725,3464828,1
9-Oct,0.12,216.5,774.9,10,1036.2,-0.183,16502.754,13460.827,8471.1,1054.9,330.16,-1.98,-473.25,2.738960313,3597534,1
9-Nov,0.12,217.2,774.7,9.9,1095.6,-1.838,16502.754,13494.222,8500.8,1036.2,330.16,5.73,-473.25,2.618384401,3597534,1
9-Dec,0.12,217.3,778.8,9.9,1115.1,2.721,16502.754,13551.644,8496,1098.9,330.16,1.78,-473.25,2.333333333,3597534,1
10-Jan,0.11,217.5,770,9.8,1073.9,2.626,16582.71,13610.249,8458.1,1116.6,326.22,-3.69,-509.19,2.332037757,3623996,0
10-Feb,0.13,217.3,782.3,9.8,1104.5,2.143,16582.71,13610.405,8507.4,1073.9,326.22,2.85,-509.19,2.155887231,3623996,0
10-Mar,0.16,217.4,787.6,9.9,1169.4,2.314,16582.71,13661.363,8504.5,1105.4,326.22,5.88,-509.19,1.875344732,3623996,0
10-Apr,0.2,217.4,781.5,9.9,1186.7,2.236,16743.162,13776.728,8535.2,1171.2,323.25,1.48,-542.51,1.927312775,3770764,0
10-May,0.2,217.3,787,9.6,1089.4,2.021,16743.162,13885.106,8589.9,1188.6,323.25,-8.2,-542.51,2.482073911,3770764,0
10-Jun,0.18,217.2,797.2,9.4,1030.7,1.053,16743.162,13898.726,8609,1087.3,323.25,-5.39,-542.51,2.145214521,3770764,0
10-Jul,0.18,217.6,792.3,9.4,1101.6,1.235,16872.266,13928.888,8618.8,1031.1,326.4,6.88,-553.94,1.857923497,3867806,0
10-Aug,0.19,217.9,802.4,9.5,1049.3,1.148,16872.266,13980.745,8669.1,1107.5,326.4,-4.75,-553.94,1.801310044,3867806,0
10-Sep,0.19,218.3,809.2,9.5,1141.2,1.144,16872.266,13989.519,8700.1,1049.7,326.4,8.76,-553.94,1.574375679,3867806,0
10-Oct,0.19,219,812.8,9.4,1183.3,1.172,16960.864,14000.339,8749.4,1143.5,324.08,3.69,-523.59,1.849836779,3892007,0
10-Nov,0.19,219.6,832.6,9.8,1180.5,1.143,16960.864,14018.501,8770,1185.7,324.08,-0.24,-523.59,1.845819761,3892007,0
10-Dec,0.18,220.5,833.1,9.3,1257.6,1.496,16960.864,14104.762,8801.8,1186.6,324.08,6.53,-523.59,2.008686211,3892007,0
11-Jan,0.17,221.2,834.7,9.1,1286.1,1.632,16920.632,14289.288,8823.1,1257.6,315.08,2.27,-568.48,2.550189908,3861338,0
11-Feb,0.16,221.9,842.8,9,1327.2,2.108,16920.632,14331.186,8886.9,1289.1,315.08,3.2,-568.48,2.380952381,3861338,0
11-Mar,0.14,223,850.3,9,1325.8,2.682,16920.632,14298.318,8943.5,1328.6,315.08,-0.11,-568.48,2.328099621,3861338,0
11-Apr,0.1,224.1,846.5,9.1,1363.6,3.164,17035.114,14275.294,9004.9,1329.5,309.54,2.85,-581.09,2.160994057,3944963,0
11-May,0.09,224.8,863.7,9,1345.2,3.569,17035.114,14260.443,9075.5,1365.2,309.54,-1.35,-581.09,1.82992465,3944963,0
11-Jun,0.09,224.8,873.4,9.1,1320.6,3.559,17035.114,14324.383,9151,1345.2,309.54,-1.83,-581.09,1.777059774,3944963,0
11-Jul,0.07,225.4,885.6,9,1292.3,3.629,17031.313,14386.123,9316.6,1320.6,311.85,-2.14,-567.11,1.555793991,3976618,0
11-Aug,0.1,226.1,935.6,9,1218.9,3.771,17031.313,14378.666,9507.6,1292.6,311.85,-5.68,-567.11,1.340482574,3976618,0
11-Sep,0.08,226.6,935.6,9,1131.4,3.868,17031.313,14359.76,9528.3,1219.1,311.85,-7.18,-567.11,1.015499733,3976618,0
11-Oct,0.07,226.8,938.7,8.8,1253.3,3.525,17222.583,14364.71,9562.1,1131.2,313.28,10.77,-601.79,1.388888889,4178714,0
11-Nov,0.08,227.2,960.5,8.6,1247,3.394,17222.583,14349.583,9612.6,1251,313.28,-0.5,-601.79,1.119402985,4178714,0
11-Dec,0.07,227.2,953.1,8.5,1257.6,2.962,17222.583,14479.33,9660.1,1246.9,313.28,0.85,-601.79,1.064395955,4178714,0